<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
NOKRUB;D;20220927;0;5.7160866;;;5.7536608;
NOKRUB;D;20220927;0;5.7650599;;;5.7589679;
NOKRUB;D;20220927;0;5.7600101;;;5.7571288;
NOKRUB;D;20220927;0;5.7247645;;;5.7122324;
NOKRUB;D;20220927;0;5.7452429;;;5.7419517;
NOKRUB;D;20220927;0;5.7135409;;;5.7058030;
NOKRUB;D;20220927;0;5.7083997;;;5.6707506;
NOKRUB;D;20220927;0;5.6735656;;;5.6607341;
NOKRUB;D;20220927;0;5.6600611;;;5.6386983;
NOKRUB;D;20220927;0;5.6639163;;;5.7094947;
NOKRUB;D;20220927;0;5.7094669;;;5.7715336;
NOKRUB;D;20220927;0;5.7433252;;;5.7271362;
NOKRUB;D;20220927;0;5.8052656;;;5.7093308;
NOKRUB;D;20220927;0;5.6259462;;;5.6685253;
NOKRUB;D;20220928;0;5.6690669;;;5.7703307;
NOKRUB;D;20220928;0;5.7698747;;;5.6931439;
NOKRUB;D;20220928;0;5.6536611;;;5.6474468;
NOKRUB;D;20220928;0;5.6481427;;;5.6423980;
NOKRUB;D;20220928;0;5.6425138;;;5.7173207;
NOKRUB;D;20220928;0;5.7160653;;;5.7276513;
NOKRUB;D;20220928;0;5.7282755;;;5.7496566;
NOKRUB;D;20220928;0;5.7520864;;;5.7596073;
NOKRUB;D;20220928;0;5.7533419;;;5.7489179;
NOKRUB;D;20220928;0;5.7635645;;;5.7756666;
NOKRUB;D;20220928;0;5.7539996;;;5.7537851;
NOKRUB;D;20220928;0;5.7529054;;;5.7270516;
NOKRUB;D;20220928;0;5.7516030;;;5.7540558;
NOKRUB;D;20220928;0;5.7490982;;;5.6773817;
NOKRUB;D;20220928;0;5.6623500;;;5.7140621;
NOKRUB;D;20220928;0;5.7119643;;;5.6753522;
NOKRUB;D;20220928;0;5.6970444;;;5.6522121;
NOKRUB;D;20220928;0;5.6335568;;;5.6286550;
NOKRUB;D;20220928;0;5.6237817;;;5.6239845;
NOKRUB;D;20220928;0;5.5990332;;;5.5911647;
NOKRUB;D;20220929;0;5.5380363;;;5.5508610;
NOKRUB;D;20220929;0;5.5513463;;;5.6358607;
NOKRUB;D;20220929;0;5.6357005;;;5.6233171;
NOKRUB;D;20220929;0;5.5774533;;;5.5732546;
NOKRUB;D;20220929;0;5.5730221;;;5.5782006;
NOKRUB;D;20220929;0;5.5914824;;;5.6239390;
NOKRUB;D;20220929;0;5.6236953;;;5.6311682;
NOKRUB;D;20220929;0;5.6503340;;;5.6684330;
NOKRUB;D;20220929;0;5.6587791;;;5.6184159;
NOKRUB;D;20220929;0;5.6184159;;;5.5999571;
NOKRUB;D;20220929;0;5.6379127;;;5.6642763;
NOKRUB;D;20220929;0;5.5945322;;;5.5947309;
NOKRUB;D;20220929;0;5.6188303;;;5.6877031;
NOKRUB;D;20220929;0;5.6844800;;;5.7087247;
NOKRUB;D;20220929;0;5.7064650;;;5.6748680;
NOKRUB;D;20220929;0;5.6750216;;;5.5917996;
NOKRUB;D;20220929;0;5.4897117;;;5.4809966;
NOKRUB;D;20220930;0;5.5534896;;;5.5617462;
NOKRUB;D;20220930;0;5.6102625;;;5.6073199;
NOKRUB;D;20220930;0;5.5987261;;;5.6024223;
NOKRUB;D;20220930;0;5.6273934;;;5.6067866;
NOKRUB;D;20220930;0;5.5944706;;;5.6672961;
NOKRUB;D;20220930;0;5.6676245;;;5.6903557;
NOKRUB;D;20220930;0;5.6777084;;;5.6889766;
NOKRUB;D;20220930;0;5.6671339;;;5.7119175;
NOKRUB;D;20220930;0;5.7132743;;;5.7165675;
