<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDNOK;60;20221011;120000;10.7450000;10.7496300;10.7029000;10.7319500;217794
USDNOK;60;20221011;130000;10.7313000;10.7805300;10.7175000;10.7655000;179156
USDNOK;60;20221011;140000;10.7647200;10.7828000;10.7283500;10.7307000;203888
USDNOK;60;20221011;150000;10.7315500;10.7521000;10.6950500;10.7161000;204574
USDNOK;60;20221011;160000;10.7159500;10.7355800;10.6873000;10.7335000;202482
USDNOK;60;20221011;170000;10.7316000;10.7837300;10.7212000;10.7752000;232293
USDNOK;60;20221011;180000;10.7751000;10.7967100;10.7234500;10.7476500;264904
USDNOK;60;20221011;190000;10.7456200;10.7497300;10.6406000;10.6542000;251674
USDNOK;60;20221011;200000;10.6542000;10.6859000;10.6256500;10.6482000;202607
USDNOK;60;20221011;210000;10.6495400;10.6774900;10.6372000;10.6685000;177979
USDNOK;60;20221011;220000;10.6687000;10.7722000;10.6641200;10.7576100;237094
USDNOK;60;20221011;230000;10.7576000;10.7772000;10.7178900;10.7534000;321551
USDNOK;60;20221012;000000;10.7536000;10.7647000;10.7271000;10.7524000;165143
USDNOK;60;20221012;010000;10.7471600;10.7562000;10.7382500;10.7487000;2444
USDNOK;60;20221012;020000;10.7487000;10.7562000;10.7330000;10.7409000;47505
USDNOK;60;20221012;030000;10.7412600;10.7601000;10.7350300;10.7543000;139228
USDNOK;60;20221012;040000;10.7543000;10.7726000;10.7330000;10.7515700;194230
USDNOK;60;20221012;050000;10.7525000;10.7874000;10.7310000;10.7697400;245592
USDNOK;60;20221012;060000;10.7780000;10.7878000;10.7586000;10.7663800;119776
USDNOK;60;20221012;070000;10.7665200;10.7738000;10.7510000;10.7594800;171015
USDNOK;60;20221012;080000;10.7595000;10.7658000;10.7052700;10.7372000;164636
USDNOK;60;20221012;090000;10.7357800;10.7588000;10.6521000;10.6547200;124277
USDNOK;60;20221012;100000;10.6983000;10.7353000;10.6733500;10.7053800;229333
USDNOK;60;20221012;110000;10.7070700;10.7709200;10.6966300;10.7580000;267979
USDNOK;60;20221012;120000;10.7591600;10.7769600;10.7216000;10.7376200;197989
USDNOK;60;20221012;130000;10.7361800;10.7595000;10.7161000;10.7235000;186018
USDNOK;60;20221012;140000;10.7234000;10.7321600;10.7059700;10.7291000;56624
USDNOK;60;20221012;200000;10.7838000;10.7998000;10.7797100;10.7911000;62707
